Song,Split,Start,End,Duration,Words,Lyric,chunk_path,has_lyrics,mixture_chunk_path,drums_chunk_path,bass_chunk_path,other_chunk_path,vocals_chunk_path
Alexander Ross - Velvet Curtain,Train,364.0,369.0,5.0,5,i haven't got the inclination,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_364.00_369.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_364_369.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_364_369.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_364_369.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_364_369.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_364_369.wav
Alexander Ross - Velvet Curtain,Train,369.0,374.0,5.0,6,and you're wasting all my time,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_369.00_374.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_369_374.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_369_374.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_369_374.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_369_374.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_369_374.wav
Alexander Ross - Velvet Curtain,Train,374.0,379.0,5.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_374.00_379.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_374_379.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_374_379.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_374_379.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_374_379.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_374_379.wav
Alexander Ross - Velvet Curtain,Train,379.0,390.0,11.0,15,baby it's all been set and done there's no one left for us to be,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_379.00_390.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_379_390.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_379_390.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_379_390.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_379_390.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_379_390.wav
Alexander Ross - Velvet Curtain,Train,393.0,404.0,11.0,20,and i think if you still really love me maybe you should set me free you should set me free,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_393.00_404.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_393_404.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_393_404.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_393_404.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_393_404.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_393_404.wav
Alexander Ross - Velvet Curtain,Train,407.0,413.0,6.0,6,but while the orchestra plays dergens,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_407.00_413.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_407_413.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_407_413.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_407_413.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_407_413.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_407_413.wav
Alexander Ross - Velvet Curtain,Train,413.0,420.0,7.0,4,to an empty house,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_413.00_420.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_413_420.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_413_420.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_413_420.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_413_420.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_413_420.wav
Alexander Ross - Velvet Curtain,Train,422.0,432.0,10.0,12,if you've still got any urgence i think you should let'em out,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_422.00_432.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_422_432.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_422_432.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_422_432.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_422_432.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_422_432.wav
Alexander Ross - Velvet Curtain,Train,437.0,448.0,11.0,13,let's shake the dust off of these rafters with nothing but the sound,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_437.00_448.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_437_448.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_437_448.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_437_448.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_437_448.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_437_448.wav
Alexander Ross - Velvet Curtain,Train,450.0,456.0,6.0,13,of your love and your cries and your laughter for they bring that,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_450.00_456.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_450_456.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_450_456.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_450_456.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_450_456.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_450_456.wav
Alexander Ross - Velvet Curtain,Train,456.0,460.0,4.0,3,velvet curtain down,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Alexander Ross - Velvet Curtain_456.00_460.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Alexander Ross - Velvet Curtain_456_460.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Alexander Ross - Velvet Curtain_456_460.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Alexander Ross - Velvet Curtain_456_460.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Alexander Ross - Velvet Curtain_456_460.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Alexander Ross - Velvet Curtain_456_460.wav
Angela Thomas Wade - Milk Cow Blues,Train,0.0,8.0,8.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_0.00_8.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_0_8.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_0_8.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_0_8.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_0_8.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_0_8.wav
Angela Thomas Wade - Milk Cow Blues,Train,8.0,15.0,7.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_8.00_15.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_8_15.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_8_15.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_8_15.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_8_15.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_8_15.wav
Angela Thomas Wade - Milk Cow Blues,Train,15.0,23.0,8.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_15.00_23.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_15_23.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_15_23.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_15_23.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_15_23.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_15_23.wav
Angela Thomas Wade - Milk Cow Blues,Train,23.0,29.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_23.00_29.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_23_29.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_23_29.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_23_29.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_23_29.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_23_29.wav
Angela Thomas Wade - Milk Cow Blues,Train,29.0,36.0,7.0,11,well i woke up this morning' looked out my door i,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_29.00_36.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_29_36.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_29_36.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_29_36.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_29_36.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_29_36.wav
Angela Thomas Wade - Milk Cow Blues,Train,35.0,43.0,8.0,20,i could tell my milk cow i could tell by the way she lows if you see my milk cow,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_35.00_43.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_35_43.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_35_43.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_35_43.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_35_43.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_35_43.wav
Angela Thomas Wade - Milk Cow Blues,Train,43.0,48.0,5.0,5,please drive her on home,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_43.00_48.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_43_48.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_43_48.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_43_48.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_43_48.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_43_48.wav
Angela Thomas Wade - Milk Cow Blues,Train,48.0,58.0,10.0,13,cause i ain't had no milk and butter since that cow's been gone,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_48.00_58.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_48_58.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_48_58.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_48_58.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_48_58.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_48_58.wav
Angela Thomas Wade - Milk Cow Blues,Train,58.0,62.0,4.0,8,oh well you've gotta treat me right baby,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_58.00_62.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_58_62.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_58_62.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_58_62.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_58_62.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_58_62.wav
Angela Thomas Wade - Milk Cow Blues,Train,62.0,71.0,9.0,21,day by day get out your little prayer book get down upon your knees and pray cause you're gonna need me,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_62.00_71.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_62_71.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_62_71.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_62_71.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_62_71.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_62_71.wav
Angela Thomas Wade - Milk Cow Blues,Train,71.0,77.0,6.0,6,you're gonna need my help someday,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_71.00_77.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_71_77.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_71_77.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_71_77.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_71_77.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_71_77.wav
Angela Thomas Wade - Milk Cow Blues,Train,77.0,86.0,9.0,13,oh you're going to be one drain why you treated me this way,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_77.00_86.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_77_86.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_77_86.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_77_86.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_77_86.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_77_86.wav
Angela Thomas Wade - Milk Cow Blues,Train,87.0,96.0,9.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_87.00_96.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_87_96.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_87_96.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_87_96.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_87_96.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_87_96.wav
Angela Thomas Wade - Milk Cow Blues,Train,96.0,104.0,8.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_96.00_104.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_96_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_96_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_96_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_96_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_96_104.wav
Angela Thomas Wade - Milk Cow Blues,Train,104.0,110.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_104.00_110.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_104_110.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_104_110.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_104_110.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_104_110.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_104_110.wav
Angela Thomas Wade - Milk Cow Blues,Train,110.0,115.0,5.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_110.00_115.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_110_115.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_110_115.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_110_115.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_110_115.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_110_115.wav
Angela Thomas Wade - Milk Cow Blues,Train,115.0,124.0,9.0,10,sail on sail on sail on little guy sail on,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_115.00_124.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_115_124.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_115_124.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_115_124.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_115_124.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_115_124.wav
Angela Thomas Wade - Milk Cow Blues,Train,124.0,134.0,10.0,13,yeah yeah sail sail on sail on sail on little guy sail on,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Angela Thomas Wade - Milk Cow Blues_124.00_134.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Angela Thomas Wade - Milk Cow Blues_124_134.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Angela Thomas Wade - Milk Cow Blues_124_134.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Angela Thomas Wade - Milk Cow Blues_124_134.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Angela Thomas Wade - Milk Cow Blues_124_134.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Angela Thomas Wade - Milk Cow Blues_124_134.wav
